_id,pubchem_cid,pubchem_sid,inchi_key,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
DDLIGBOFAVUZHB-UHFFFAOYSA-N,4192,"9727, 7979987, 46507611, 48416279, 49689435, 49833675, 49978815, 50371480, 53789031, 93166805, 103189248, 126628994, 126644317, 126685927, 135006020, 160964028, 178100372, 210279804, 210282127, 223440338, 224544524, 241102041, 250117805, 252088595, 252352353, 275447667, 312228320, 313081519, 315673902, 318161663, 319062779, 340514832, 340514833, 340516103, 341140524, 341838472, 342421556, 348283326, 348401635, 349993618, 363592811, 368500146, 375587874, 381316813, 385785112, 386264671, 386622039, 387022014, 387083492, 387196102, 387208930, 404754970, 419506430, 433778883, 434301079, 438462950, 440790846, 241102042, 310277236, 50371481, 126685926, 313076850, 405233771, 441075721",DDLIGBOFAVUZHB-UHFFFAOYSA-N,midazolam,NAYZILAM,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)","C0036572,C1148454,C1959629","Seizures , seizure activity , Seizure",10/20/2009,Designated/Approved,,"NAYZILAM is indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patients usual seizure pattern in patients with epilepsy 12 years of age and older.", 05/17/2019 , 05/17/2026 ,"NAYZILAM is indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patients usual seizure pattern in patients with epilepsy 12 years of age and older.","UCB, Inc.|1950 Lake Park Drive|Building 2100|Smyrna|Georgia|30080|United States"
DDLIGBOFAVUZHB-UHFFFAOYSA-N,4192,"9727, 7979987, 46507611, 48416279, 49689435, 49833675, 49978815, 50371480, 53789031, 93166805, 103189248, 126628994, 126644317, 126685927, 135006020, 160964028, 178100372, 210279804, 210282127, 223440338, 224544524, 241102041, 250117805, 252088595, 252352353, 275447667, 312228320, 313081519, 315673902, 318161663, 319062779, 340514832, 340514833, 340516103, 341140524, 341838472, 342421556, 348283326, 348401635, 349993618, 363592811, 368500146, 375587874, 381316813, 385785112, 386264671, 386622039, 387022014, 387083492, 387196102, 387208930, 404754970, 419506430, 433778883, 434301079, 438462950, 440790846, 241102042, 310277236, 50371481, 126685926, 313076850, 405233771, 441075721",DDLIGBOFAVUZHB-UHFFFAOYSA-N,midazolam,SEIZALAM,Treatment of status epilepticus,C0038220,Status Epilepticus,02/04/2016,Designated/Approved,,SEIZALAM is indicated for the treatment of status epilepticus in adults., 09/14/2018 , 09/14/2025 ,SEIZALAM is indicated for the treatment of status epilepticus in adults.,Meridian Medical Technologies|6350 Stevens Forest Road|Suite 301|Columbia|Maryland|21046|United States
PQLXHQMOHUQAKB-UHFFFAOYSA-N,3599,"226520, 12014266, 26759174, 49966181, 53788176, 75270305, 103186893, 103942430, 126592939, 126645243, 126664051, 135030585, 136946455, 144075829, 144205019, 162173181, 162248636, 163136021, 163687676, 163835484, 170465622, 207116278, 210274930, 210280567, 223703158, 241100814, 250136791, 252352361, 252403054, 253660169, 254761337, 255385705, 255472386, 268736333, 275953906, 310264984, 310277248, 312636929, 312695133, 313081528, 315681576, 318153700, 318161670, 319062404, 319463380, 319554001, 336908992, 341142153, 346420637, 347758863, 349137307, 349974553, 350095980, 355039540, 374048868, 374210771, 375154641, 375577638, 375586783, 375653581, 376146657, 376226254, 377355587, 382162760, 384416840, 385782522, 386619276, 387060400, 387140096, 404336595, 405492761, 406858751, 419501793, 434132570, 434315563, 438494023, 438629291, 438645352, 440039419, 440065820, 440770195, 440816724, 274089209, 341837638, 387140097, 126617959, 241152900, 277373316, 316899813, 75270306, 249867218, 250225694, 342557703, 349936082, 441079606",PQLXHQMOHUQAKB-UHFFFAOYSA-N,miltefosine,,Treatment of Acanthamoeba keratitis,C0000880,Acanthamoeba Keratitis,12/06/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Profounda, Inc.|5790 Hoffner Avenue|Suite 507|Orlando|Florida|32822|United States"
XAYGBKHKBBXDAK-UHFFFAOYSA-N,59634741,"252160770, 254803203, 312322204, 340504350, 347259025, 347915405, 354330466, 375563366, 376045524, 376241110, 376241420, 384571303, 385612232, 404640451, 404648368, 433864095, 434300233, 436381384, 438463042, 440681222",XAYGBKHKBBXDAK-UHFFFAOYSA-N,mitapivat,,Treatment of sickle cell disease,C0002895,Sickle Cell Disease,11/12/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Agios Pharmaceuticals, Inc.|88 Sidney Street|Cambridge|Massachusetts|2139|United States"
VFKZTMPDYBFSTM-GUCUJZIJSA-N,5284380,"49854580, 85335072, 134989710, 160681823, 318160821, 319296926, 347829064, 355160681, 385758463, 386595126, 434300242, 438463060, 439576494, 441038421, 405761, 127320139, 127320140, 127320141, 127320142, 127320143, 127320144, 127320145, 127320146, 127320147, 127320148, 127320149, 176262411, 319062788, 335987026, 375758807, 441071598",VFKZTMPDYBFSTM-GUCUJZIJSA-N,Mitolactol,,Treatment of invasive carcinoma of the uterine cervix,"C0302592,C1334274","Carcinoma of the Uterine Cervix , Invasive Carcinoma",01/23/1989,Designated,Not FDA Approved for Orphan Indication,,,,,"Targent, Inc..|155 Lambert Drive|Princeton|New Jersey|8540|United States"
VFKZTMPDYBFSTM-GUCUJZIJSA-N,5284380,"49854580, 85335072, 134989710, 160681823, 318160821, 319296926, 347829064, 355160681, 385758463, 386595126, 434300242, 438463060, 439576494, 441038421, 405761, 127320139, 127320140, 127320141, 127320142, 127320143, 127320144, 127320145, 127320146, 127320147, 127320148, 127320149, 176262411, 319062788, 335987026, 375758807, 441071598",VFKZTMPDYBFSTM-GUCUJZIJSA-N,Mitolactol,,As adjuvant therapy in the treatment of primary brain tumors.,C0750974,primary brain tumors,07/12/1995,Designated,Not FDA Approved for Orphan Indication,,,,,"Targent, Inc.|155 Lambert Drive|Princeton|New Jersey|8540|United States"
ZAHQPTJLOCWVPG-UHFFFAOYSA-N,51082,"117664396, 135010115, 163126197, 204366775, 318154413, 319096347, 319451967, 342532800, 350089018, 375583221, 377309503, 382164195, 434315785, 438494477, 160964537, 318161681, 126592890, 318695186",ZAHQPTJLOCWVPG-UHFFFAOYSA-N,Mitoxantrone HCl,Novantrone,"Treatment of acute myelogenous leukemia, also referred to as acute nonlymphocytic leukemia.",C0023467,Acute myelogenous leukemia,07/13/1987,Designated/Approved,,, 12/23/1987 , 12/23/1994 ,,Lederle Laboratories|Division of American Cyanamid Company|401 N. Middletown Road|Pearl River|New York|10965|United States
HRNLUBSXIHFDHP-UHFFFAOYSA-N,9865515,"87350368, 103571737, 135200342, 152258401, 160647238, 162037450, 162202711, 178103587, 186007035, 187071895, 223387412, 251971331, 252215837, 254759194, 254761729, 255497050, 255511804, 312616293, 312673356, 315783211, 319340111, 319552472, 342600890, 347713593, 347828176, 349974556, 355040522, 373433461, 375577685, 375581476, 378132262, 381357997, 383435754, 384405912, 384568650, 384572602, 385786861, 386623900, 387100794, 387259216, 433795396, 440062614, 440810054, 441057064, 318695884, 319433880",HRNLUBSXIHFDHP-UHFFFAOYSA-N,mocetinostat,,Treatment of diffuse large B-cell lymphoma,C1332201,Diffuse Large B-Cell Lymphoma,08/07/2014,Designated,Not FDA Approved for Orphan Indication,,,,,"Mirati Therapeutics, Inc.|9363 Towne Center Drive|Suite 200|San Diego|California|92121|United States"
RTGDFNSFWBGLEC-SYZQJQIISA-N,5281078,"10110, 537396, 623972, 12014254, 46505626, 48416299, 49830660, 49976609, 50064190, 56310881, 56312885, 77319688, 92718908, 96099842, 103524891, 103831140, 117622077, 126592936, 126621236, 126622394, 126651543, 126669998, 126682700, 135039794, 144075766, 144205239, 160644708, 160964033, 164194089, 165234644, 170464859, 170507542, 178103437, 187072343, 196111472, 210279336, 210281659, 223382939, 223987900, 242082470, 249582958, 251890783, 251915527, 251916879, 252157785, 252215855, 252314559, 252359414, 252451035, 253661600, 254759687, 255345894, 277309598, 310277352, 312228324, 312693505, 313081581, 315673919, 317223365, 318161716, 318242197, 319295608, 319463396, 319554837, 322074257, 329848191, 332860508, 340125449, 340472190, 340516049, 341836716, 347741001, 348273469, 348283331, 349978507, 350095998, 355038853, 355045890, 355182405, 374036180, 375134248, 375416481, 375577745, 375678012, 376144100, 377310909, 381405881, 382154803, 384417140, 384568181, 384571970, 385785405, 386622356, 387022006, 387150574, 401961215, 404839582, 433779655, 433910274, 434132286, 438473202, 439478306, 440790574, 440818016, 77319686, 162177684, 163371464, 313076839, 336301847, 346431168, 375574552, 375581306, 405447518, 439994182, 53789815, 77319687, 221672960, 242059036, 348580473, 363743581, 375588315, 375638087, 441079506",RTGDFNSFWBGLEC-SYZQJQIISA-N,Mycophenolate mofetil,,Treatment of myasthenia gravis,C0026896,Myasthenia Gravis,12/19/2005,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Hoffman-LaRoche, Inc.|340 Kingsland Street|Nutley|New Jersey|7110|United States"
WXNXCEHXYPACJF-UHFFFAOYSA-N,1995,"415872, 24890490, 51071853, 85083279, 87561793, 93576639, 126593556, 135027024, 136992199, 136996457, 160808482, 162179283, 162273445, 162760090, 163387814, 204364728, 223402904, 224829337, 249950014, 251884103, 252272402, 255415078, 275891160, 316440813, 316903423, 319061389, 321939066, 336226558, 342398339, 349519047, 354268082, 375667786, 376059694, 383234805, 402302368, 404833583, 405026813, 437412885, 438466742, 438516243, 387172407, 441074183",WXNXCEHXYPACJF-UHFFFAOYSA-N,N-acetyl-DL-leucine,,Treatment of Spinocerebellar Ataxia (SCA),"C0018790,C0087012","SCA , Spinocerebellar ataxia",06/06/2018,Designated,Not FDA Approved for Orphan Indication,,,,,IntraBio Inc.|270 Devon Road|Tenafly|New Jersey|7670|United States
DRHXTSWSUAJOJZ-FMDGEEDCSA-N,5289024,"46508064, 172649545, 319297169, 385757690, 386594351, 319343022",DRHXTSWSUAJOJZ-FMDGEEDCSA-N,N-acetyl-glucosamine thiazoline,,Treatment of adult Tay-Sachs disease,C0039373,Tay-Sachs Disease,02/06/2006,Designated,Not FDA Approved for Orphan Indication,,,,,ExSAR Corporation|11 Deer Park Drive|Monmouth Junction|New Jersey|8852|United States
NOWRLNPOENZFHP-ARHDFHRDSA-N,445212,"103391440, 313370734, 319223511",NOWRLNPOENZFHP-ARHDFHRDSA-N,N-Methanocarbathymidine,,Treatment of neonatal herpes,C2931185,Neonatal herpes,10/15/2014,Designated,Not FDA Approved for Orphan Indication,,,,,"N & N Pharmaceuticals, Inc.|2400 Research Blvd|Suite 310|Rockville|Maryland|20850|United States"
DQCKKXVULJGBQN-XFWGSAIBSA-N,5360515,"9462, 596067, 46505333, 49993104, 80591843, 93166563, 103915329, 104222111, 127334962, 127334963, 127334964, 127334965, 127334966, 131283791, 134993601, 135650687, 143492741, 144205560, 152233304, 152258923, 160647768, 160964048, 170465207, 176265855, 186022452, 224164835, 252091287, 252165779, 254768157, 275565536, 310277439, 312228335, 315445684, 315681862, 318161626, 318171128, 319299699, 319552623, 329884518, 341141041, 346398183, 347233092, 348283345, 348819675, 349991435, 355040113, 363593708, 363896929, 363901456, 375590816, 381391131, 382157000, 384060394, 385633541, 386620454, 387085815, 404763304, 405254134, 419505278, 433778897, 433788118, 434300997, 438473189, 438486225, 440791037, 440791928, 80591844, 136352542, 206245945, 250123083, 313076865, 363604312, 387085814, 404754987, 440794333, 80591846, 144075591, 53787920, 80591845, 80591847, 80591848, 85087993, 126650389, 250133499, 318043285, 318239587, 369229624, 441078821",DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,,Treatment of autoimmune hepatitis,C0241910,Autoimmune hepatitis,01/13/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"TaiwanJ Pharmaceuticals Co., Ltd.|Room 204 A, Bldg 53|195 Chung Hsing Rd., Sec 4|Chutung, Hsinchu|Taiwan"
NPAGDVCDWIYMMC-IZPLOLCNSA-N,9904,"9463, 7980080, 14718104, 48416309, 49965900, 50531284, 53788175, 85148374, 85300761, 92714065, 103202464, 103980273, 126624424, 126655692, 126688604, 134974495, 144089075, 144206718, 144206750, 144208410, 162222852, 163686430, 170466348, 178103531, 196108514, 210281245, 223385874, 224778327, 241086115, 250133434, 252159077, 252405880, 274190679, 310277448, 312223893, 313081634, 315673928, 318161736, 319068179, 335987237, 340510029, 340514701, 340515837, 340519812, 341138405, 341140243, 341834477, 347829275, 348275875, 348397367, 349057350, 349975322, 354283639, 355047652, 375758596, 382160995, 385784587, 386621483, 387129912, 419534494, 433778898, 433987183, 440701508, 69852, 50531287, 312694702, 346443060, 387129913, 387195740, 387208534, 46386764, 50531285, 50531286, 50531288, 50531289, 50531290, 50531291, 50531292, 50531293, 50531294, 50531295, 50531296, 50531297, 50531298, 50531299, 50531300, 50531301, 87558748, 134973631, 135049728, 160676527, 250138605, 441072903",NPAGDVCDWIYMMC-IZPLOLCNSA-N,nandrolone,,Treatment of Duchenne and Becker Muscular Dystrophy,C3542021,Duchenne and Becker Muscular Dystrophy,06/13/2017,Designated,Not FDA Approved for Orphan Indication,,,,,Sarcomed AB|25 St_xDE8B__xDD2C_oppsv䧥n|H䧥rsten-Liljeholmen|Stockholms l䮍|Sweden
DPHUWDIXHNQOSY-UHFFFAOYSA-N,10331844,"103252508, 160845699, 172648961, 210275011, 210280649, 310263861, 316958841, 317224025, 319342773, 319484925, 319554427, 347716785, 347828449, 347912293, 347914718, 348397369, 349343573, 354283715, 354335229, 355039483, 363748115, 373986687, 375539685, 375659800, 376149709, 382165295, 384432597, 384569185, 385766644, 386603328, 387247574, 433864632, 434301026, 438486253, 440062633, 440807288, 440816727, 420957257",DPHUWDIXHNQOSY-UHFFFAOYSA-N,napabucasin,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,10/25/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Sumitomo Dainippon Pharma Oncology, Inc.|640 Memorial Drive|Cambridge|Massachusetts|2139|United States"
YDZYKNJZCVIKPP-VWLOTQADSA-N,9870520,"53790335, 103339635, 135302059, 319340172, 341194111, 347828609, 355426463, 385650457, 386486900, 404617123, 413049164, 434301636, 438483282, 441057066, 377642660",YDZYKNJZCVIKPP-VWLOTQADSA-N,netazepide,,Treatment of gastric carcinoids,C0007095,Carcinoids,09/10/2009,Designated,Not FDA Approved for Orphan Indication,,,,,Trio Medicines Ltd.|Pavillion View|19 New Road|Brighton|United Kingdom
HHZIURLSWUIHRB-UHFFFAOYSA-N,644241,"49834387, 56311780, 57288453, 57304905, 57551546, 85286178, 91148446, 92719296, 99443226, 103563888, 104056419, 124766758, 126592982, 126620927, 126651837, 126666974, 127325946, 127325947, 127325948, 127325949, 134964416, 135228483, 135697690, 136375406, 143497595, 152238544, 152258098, 160646937, 160809482, 160967823, 162011697, 162188012, 163088128, 172091956, 178102324, 196111658, 204363517, 223377242, 224199771, 249833860, 250134171, 251890477, 251915624, 251916974, 252160109, 252215910, 252451572, 252543327, 254761544, 255345924, 255397562, 273004191, 274486104, 275891269, 295371268, 307085977, 310277785, 312228909, 312616218, 312807992, 313076790, 313081694, 315445745, 315679836, 316538264, 318161788, 319243314, 319552118, 322093828, 329796354, 329970415, 332875052, 335987215, 340539767, 341101087, 341143085, 341839868, 342425657, 346435245, 348273243, 348284018, 349975083, 354269529, 354747721, 355040779, 363594021, 374037758, 375577128, 375582393, 375638677, 375758618, 376032316, 378132910, 381338140, 384568418, 384572284, 385002598, 385782997, 386208893, 386619780, 387098980, 402288094, 404762036, 419480599, 439640706, 439666439, 440777920, 440791038, 440808118, 221672948, 250201771, 336300162, 438560719, 441073567",HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,Tasigna,Treatment of chronic myelogenous leukemia,C0023473,Chronic myelogenous leukemia,04/27/2006,Designated/Approved,,TASIGNA (nilotinib) is indicated for the treatment of pediatric patients greater than or equal to 1 year of age with newly diagnosed Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase and pediatric patients greater than or equal to 1 year of age with chronic phase Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) with resistance or intolerance to prior tyrosine-kinase inhibitor (TKI) therapy., 03/22/2018 , 03/22/2025 ,TASIGNA (nilotinib) is indicated for the treatment of pediatric patients greater than or equal to 1 year of age with newly diagnosed Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase and pediatric patients greater than or equal to 1 year of age with chronic phase Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) with resistance or intolerance to prior tyrosine-kinase inhibitor (TKI) therapy.,Novartis Pharmaceutical Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,4497,"9476, 596563, 855566, 7980128, 11528721, 12013716, 24277858, 26663021, 26759246, 46386964, 46508497, 48416329, 50104485, 50104486, 53788670, 53801057, 56310702, 56422227, 56463276, 56463546, 77150490, 85088151, 92304294, 99431518, 103504457, 103914550, 103998550, 126631268, 126657638, 126664691, 135008069, 135610175, 135697983, 135727105, 143492227, 144075628, 144089086, 144203753, 152240461, 160963739, 162175973, 163564845, 163687605, 165235246, 170466561, 172080458, 187072434, 210279407, 210281730, 223375023, 224859080, 241181766, 250114672, 251886703, 251911977, 251915053, 252220148, 252359325, 252401673, 252448703, 254761597, 268734960, 273002922, 273591263, 310277791, 312228107, 312345015, 312695393, 313076764, 313081695, 315673945, 316539557, 316898007, 318161793, 319062894, 319463413, 319554923, 340515613, 340519050, 341140951, 341834538, 342480913, 348283075, 349223852, 349995214, 350095991, 354283886, 355038795, 373673202, 375083134, 375577772, 375590538, 375682621, 376179758, 376179759, 376192168, 376220105, 376226193, 377310242, 377614195, 381183685, 381360844, 381940652, 382163695, 385784436, 386241812, 386621327, 387060942, 387065064, 387159491, 387159492, 404848570, 405497117, 406522698, 419535113, 433778904, 434132021, 434301914, 438473150, 438476127, 438483461, 439592345, 440043774, 440064608, 440770249, 440791182, 441126168, 77150492, 93166856, 103558492, 318153222, 381324148, 77150491, 439576332, 104152854, 221673159, 316941958, 438523290, 441075003",UIAGMCDKSXEBJQ-UHFFFAOYSA-N,nimodipine,NYMALIZE,Treatment of subarachnoid hemorrhage.,C0038525,Subarachnoid Hemorrhage,09/16/2011,Designated/Approved,,"Improvement of neurological outcome by reducing the incidence and severity of ischemic deficits in adult patients with subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms regardless of their post-ictus neurological condition (i.e., Hunt and Hess Grades I-V).", 05/10/2013 , 05/10/2020 ,"Improvement of neurological outcome by reducing the incidence and severity of ischemic deficits in adult patients with subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms regardless of their post-ictus neurological condition (i.e., Hunt and Hess Grades I-V).","Arbor Pharmaceuticals, Inc.|6 Concourse Parkway|Suite 1800|Atlanta|Georgia|30328|United States"
